order,data_win,data_bova,data_diferente,ticks,cruzados,spread_max,amplitude,salto_max,suspeito
364,2023.01.23,2023.01.23,False,22397,0,25.0,1235.0,100.0,False
365,2023.01.24,2023.01.24,False,22695,0,35.0,1140.0,65.0,False
366,2023.01.25,2023.01.25,False,24531,0,25.0,2460.0,75.0,False
367,2023.01.26,2023.01.26,False,24171,0,30.0,1195.0,155.0,False
368,2023.01.27,2023.01.27,False,20889,0,25.0,1935.0,130.0,False
369,2023.02.16,2023.02.16,False,26009,0,35.0,1870.0,95.0,False
370,2023.02.17,2023.02.17,False,25842,0,15.0,945.0,75.0,False
371,2023.02.22,2023.02.22,False,15039,15,35.0,119695.0,112000.0,True
372,2023.02.23,2023.02.23,False,25304,0,20.0,2135.0,95.0,False
373,2023.02.24,2023.02.24,False,23578,0,25.0,2265.0,60.0,False
374,2023.02.27,2023.02.27,False,25288,0,35.0,1285.0,60.0,False
375,2023.02.28,2023.02.28,False,27472,0,20.0,1845.0,95.0,False
376,2023.03.01,2023.03.01,False,27861,0,35.0,2210.0,85.0,False
377,2023.03.02,2023.03.02,False,25134,0,30.0,1245.0,110.0,False
378,2023.03.03,2023.03.03,False,22024,0,35.0,950.0,80.0,False
379,2023.03.06,2023.03.06,False,20750,0,20.0,2120.0,85.0,False
380,2023.03.07,2023.03.07,False,24783,0,125.0,1730.0,100.0,True
381,2023.03.08,2023.03.08,False,21132,0,25.0,2265.0,80.0,False
382,2023.03.09,2023.03.09,False,23687,0,25.0,1065.0,80.0,False
383,2023.03.10,2023.03.10,False,34482,0,55.0,1870.0,175.0,False
384,2023.03.13,2023.03.13,False,35324,0,35.0,1755.0,85.0,False
385,2023.03.14,2023.03.14,False,28378,0,55.0,1745.0,160.0,False
386,2023.03.15,2023.03.15,False,33850,0,30.0,2435.0,110.0,False
387,2023.03.16,2023.03.16,False,27891,0,30.0,1530.0,80.0,False
388,2023.03.17,2023.03.17,False,23275,0,20.0,1135.0,65.0,False
389,2023.03.20,2023.03.20,False,23902,0,35.0,1645.0,130.0,False
390,2023.03.21,2023.03.21,False,18381,0,15.0,800.0,110.0,False
391,2023.04.17,2023.04.17,False,21263,0,25.0,1135.0,75.0,False
392,2023.04.18,2023.04.18,False,21804,0,25.0,1415.0,65.0,False
393,2023.04.19,2023.04.19,False,21964,0,25.0,1345.0,105.0,False
394,2023.04.20,2023.04.20,False,22992,0,20.0,1605.0,100.0,False
395,2023.04.24,2023.04.24,False,19660,0,70.0,1720.0,65.0,False
396,2023.04.25,2023.04.25,False,20965,0,25.0,920.0,120.0,False
397,2023.04.26,2023.04.26,False,17064,0,25.0,1200.0,95.0,False
398,2023.04.27,2023.04.27,False,21576,0,25.0,1135.0,85.0,False
399,2023.04.28,2023.04.28,False,23942,0,55.0,2085.0,70.0,False
400,2023.06.15,2023.06.15,False,22794,0,25.0,1045.0,70.0,False
401,2023.06.16,2023.06.16,False,20034,0,25.0,1145.0,80.0,False
402,2023.06.19,2023.06.19,False,17730,0,20.0,1400.0,80.0,False
403,2023.06.20,2023.06.20,False,19984,0,30.0,1205.0,65.0,False
404,2023.06.21,2023.06.21,False,20243,0,35.0,1325.0,80.0,False
405,2023.06.22,2023.06.22,False,22181,0,30.0,1770.0,95.0,False
406,2023.06.23,2023.06.23,False,22327,0,25.0,1275.0,70.0,False
407,2023.06.26,2023.06.26,False,20748,0,30.0,1565.0,80.0,False
408,2023.06.27,2023.06.27,False,24234,0,30.0,2360.0,95.0,False
409,2023.06.28,2023.06.28,False,23976,0,20.0,1280.0,110.0,False
410,2023.06.29,2023.06.29,False,19771,0,40.0,1485.0,75.0,False
411,2023.06.30,2023.06.30,False,23425,0,35.0,1300.0,70.0,False
412,2023.07.03,2023.07.03,False,19153,0,30.0,990.0,65.0,False
413,2023.07.04,2023.07.04,False,19852,0,25.0,950.0,45.0,False
414,2023.07.05,2023.07.05,False,21549,0,40.0,1605.0,105.0,False
415,2023.07.06,2023.07.06,False,23335,0,25.0,1815.0,70.0,False
416,2023.07.07,2023.07.07,False,20312,0,20.0,1755.0,75.0,False
417,2023.07.10,2023.07.10,False,21265,0,20.0,935.0,35.0,False
418,2023.07.11,2023.07.11,False,19205,0,35.0,2145.0,110.0,False
419,2023.07.12,2023.07.12,False,20286,0,35.0,1335.0,70.0,False
420,2023.07.13,2023.07.13,False,16483,0,25.0,1120.0,80.0,False
421,2023.07.14,2023.07.14,False,21292,0,35.0,1495.0,75.0,False
422,2023.07.17,2023.07.17,False,17257,0,20.0,1760.0,75.0,False
423,2023.07.18,2023.07.18,False,22780,0,35.0,1555.0,70.0,False
424,2023.07.19,2023.07.19,False,22026,0,20.0,1500.0,60.0,False
425,2023.07.20,2023.07.20,False,21642,0,25.0,945.0,75.0,False
426,2023.07.21,2023.07.21,False,18291,0,20.0,1780.0,85.0,False
427,2023.07.24,2023.07.24,False,21957,0,25.0,1790.0,70.0,False
428,2023.07.25,2023.07.25,False,19560,0,25.0,1230.0,60.0,False
429,2023.07.26,2023.07.26,False,22635,0,80.0,1440.0,130.0,False
430,2023.07.27,2023.07.27,False,21174,0,35.0,2115.0,80.0,False
431,2023.07.28,2023.07.28,False,19129,0,25.0,955.0,65.0,False
432,2023.07.31,2023.07.31,False,16036,0,35.0,760.0,40.0,False
433,2023.08.01,2023.08.01,False,20197,0,30.0,1490.0,70.0,False
434,2023.08.02,2023.08.02,False,20590,0,30.0,1570.0,60.0,False
435,2023.08.03,2023.08.03,False,25562,0,35.0,2360.0,75.0,False
436,2023.08.04,2023.08.04,False,26720,0,35.0,2210.0,90.0,False
437,2023.08.17,2023.08.17,False,21919,0,35.0,1790.0,80.0,False
438,2023.08.18,2023.08.18,False,21829,0,15.0,1295.0,70.0,False
439,2023.08.21,2023.08.21,False,20335,0,25.0,1255.0,55.0,False
440,2023.08.22,2023.08.22,False,20614,0,30.0,1230.0,55.0,False
441,2023.08.23,2023.08.23,False,17461,0,30.0,1550.0,65.0,False
442,2023.08.24,2023.08.24,False,20121,0,30.0,1385.0,50.0,False
443,2023.08.25,2023.08.25,False,25945,0,25.0,1455.0,85.0,False
444,2023.08.28,2023.08.28,False,19530,0,20.0,1325.0,50.0,False
445,2023.08.29,2023.08.29,False,19025,0,55.0,1195.0,65.0,False
446,2023.08.30,2023.08.30,False,18330,0,30.0,1255.0,40.0,False
447,2023.08.31,2023.08.31,False,20469,0,25.0,1235.0,55.0,False
448,2023.09.01,2023.09.01,False,19095,0,25.0,845.0,70.0,False
449,2023.09.04,2023.09.04,False,14008,0,30.0,1000.0,45.0,False
450,2023.09.05,2023.09.05,False,18721,0,35.0,1390.0,110.0,False
451,2023.09.06,2023.09.06,False,17934,0,20.0,1940.0,75.0,False
452,2023.09.08,2023.09.08,False,15650,0,15.0,810.0,50.0,False
453,2023.09.11,2023.09.11,False,17179,0,30.0,1590.0,45.0,False
454,2023.09.12,2023.09.12,False,16511,0,30.0,1190.0,65.0,False
455,2023.09.13,2023.09.13,False,18299,0,20.0,1575.0,80.0,False
456,2023.09.14,2023.09.14,False,17548,0,20.0,1020.0,60.0,False
457,2023.09.15,2023.09.15,False,18350,0,20.0,835.0,55.0,False
458,2023.09.18,2023.09.18,False,16286,0,25.0,1415.0,45.0,False
459,2023.09.19,2023.09.19,False,18516,0,20.0,925.0,50.0,False
460,2023.09.20,2023.09.20,False,19907,0,20.0,1545.0,75.0,False
461,2023.09.21,2023.09.21,False,19631,0,230.0,935.0,235.0,True
462,2023.09.22,2023.09.22,False,19570,0,30.0,1105.0,45.0,False
463,2023.10.03,2023.10.02,True,27029,0,30.0,1940.0,65.0,True
464,2024.02.19,2024.02.19,False,12549,0,15.0,705.0,25.0,False
465,2024.02.20,2024.02.20,False,19862,0,35.0,1350.0,40.0,False
466,2024.02.21,2024.02.21,False,19349,0,20.0,750.0,100.0,False
467,2024.02.22,2024.02.22,False,18349,0,20.0,905.0,65.0,False
468,2024.02.23,2024.02.23,False,18611,0,20.0,1615.0,60.0,False
469,2024.02.26,2024.02.26,False,16202,0,25.0,910.0,45.0,False
470,2024.02.27,2024.02.27,False,14548,0,35.0,915.0,75.0,False
471,2024.02.28,2024.02.28,False,17480,0,20.0,1635.0,50.0,False
472,2024.02.29,2024.02.29,False,19415,0,25.0,1125.0,115.0,False
473,2024.03.01,2024.03.01,False,17217,0,70.0,1055.0,100.0,False
474,2024.03.04,2024.03.04,False,12819,0,15.0,1080.0,45.0,False
475,2024.03.05,2024.03.05,False,17991,0,30.0,975.0,80.0,False
476,2024.03.06,2024.03.06,False,19928,0,20.0,860.0,75.0,False
477,2024.03.07,2024.03.07,False,14896,0,20.0,1155.0,55.0,False
478,2024.03.08,2024.03.08,False,25161,0,50.0,1755.0,160.0,False
479,2024.03.11,2024.03.11,False,16660,0,20.0,985.0,55.0,False
480,2024.03.12,2024.03.12,False,19067,0,20.0,1495.0,75.0,False
481,2024.03.13,2024.03.13,False,15279,0,20.0,1060.0,65.0,False
482,2024.03.14,2024.03.14,False,18231,0,20.0,1135.0,50.0,False
483,2024.03.15,2024.03.15,False,15393,0,15.0,1440.0,80.0,False
484,2024.03.18,2024.03.18,False,15268,0,15.0,1305.0,60.0,False
485,2024.03.19,2024.03.19,False,13860,0,15.0,875.0,60.0,False
486,2024.03.20,2024.03.20,False,19162,0,55.0,1920.0,150.0,False
487,2024.03.21,2024.03.21,False,11279,0,15.0,1110.0,40.0,False
488,2024.03.22,2024.03.22,False,13184,0,20.0,1110.0,50.0,False
