tag,fold,side,split,thr,n,win_rate,mean_pl,sum_pl
lstm_v2_base,2,buy,test,0.66,1822,0.7096597145993414,22.541879653930664,41071.3046875
lstm_v2_base,2,buy,test,0.67,1569,0.7221159974506055,26.277097702026367,41228.765625
lstm_v2_base,2,buy,test,0.68,1335,0.7318352059925094,29.617725372314453,39539.6640625
lstm_v2_base,2,buy,test,0.69,1122,0.7370766488413547,31.04399871826172,34831.3671875
lstm_v2_base,2,buy,test,0.7,899,0.7486095661846496,36.858306884765625,33135.6171875
lstm_v2_base,2,buy,test,0.71,705,0.7574468085106383,38.03926086425781,26817.6796875
lstm_v2_base,2,buy,test,0.72,553,0.7576853526220615,37.62885665893555,20808.7578125
lstm_v2_base,2,buy,test,0.73,416,0.7572115384615384,37.902347564697266,15767.376953125
lstm_v2_base,2,buy,test,0.74,293,0.7781569965870307,46.011905670166016,13481.48828125
lstm_v2_base,2,buy,test,0.75,208,0.7980769230769231,47.20701217651367,9819.05859375
lstm_v2_base,2,buy,test,0.76,127,0.8031496062992126,42.16454315185547,5354.89697265625
lstm_v2_base,2,buy,test,0.77,82,0.7804878048780488,23.947839736938477,1963.722900390625
lstm_v2_base,2,buy,test,0.78,48,0.7291666666666666,-20.461179733276367,-982.1365966796875
lstm_v2_base,2,buy,test,0.79,21,0.7619047619047619,-18.179365158081055,-381.76666259765625
lstm_v2_base,2,buy,test,0.8,9,0.5555555555555556,-116.74527740478516,-1050.70751953125
lstm_v2_base,2,buy,test,0.81,3,0.3333333333333333,-291.9003601074219,-875.7010498046875
lstm_v2_base,2,buy,test,0.82,0,,,0.0
lstm_v2_base,2,buy,test,0.83,0,,,0.0
lstm_v2_base,2,buy,test,0.84,0,,,0.0
lstm_v2_base,2,buy,test,0.85,0,,,0.0
lstm_v2_base,2,buy,test,0.0,25286,0.5314798702839516,5.37785005569458,135984.3125
lstm_v2_base,2,sell,val,0.5,3843,0.6653655997918293,22.131057739257812,85049.65625
lstm_v2_base,2,sell,val,0.51,3608,0.6723946784922394,23.529041290283203,84892.78125
lstm_v2_base,2,sell,val,0.52,3393,0.6787503684055408,24.406829833984375,82812.375
lstm_v2_base,2,sell,val,0.53,3182,0.6807039597737272,23.799026489257812,75728.5
lstm_v2_base,2,sell,val,0.54,2946,0.6873727087576375,24.008838653564453,70730.0390625
lstm_v2_base,2,sell,val,0.55,2727,0.6974697469746974,26.411643981933594,72024.5546875
lstm_v2_base,2,sell,val,0.56,2521,0.7080523601745339,28.549976348876953,71974.4921875
lstm_v2_base,2,sell,val,0.57,2359,0.7134378974141585,28.042287826538086,66151.7578125
lstm_v2_base,2,sell,val,0.58,2186,0.7209515096065874,28.314247131347656,61894.9453125
lstm_v2_base,2,sell,val,0.59,2014,0.7274081429990069,28.064626693725586,56522.15625
lstm_v2_base,2,sell,val,0.6,1865,0.7345844504021448,30.541318893432617,56959.55859375
lstm_v2_base,2,sell,val,0.61,1689,0.7394908229721728,30.002948760986328,50674.98046875
lstm_v2_base,2,sell,val,0.62,1543,0.7453013609850939,30.417936325073242,46934.875
lstm_v2_base,2,sell,val,0.63,1407,0.7562189054726368,33.71598434448242,47438.390625
lstm_v2_base,2,sell,val,0.64,1263,0.7608867775138559,34.19352722167969,43186.42578125
lstm_v2_base,2,sell,val,0.65,1112,0.7787769784172662,37.846458435058594,42085.26171875
